Propriétaire du compte;Date de dernière modification;ID du compte;Main address city
etl migration;20/03/2019;0012400000rGPrG;Kamloops
etl migration;23/06/2019;0012400000rGPrH;North Battleford
etl migration;28/02/2019;0012400000rGPrR;Port Coquitlam
etl migration;20/03/2019;0012400000rGPrT;Omemee
etl migration;20/03/2019;0012400000rGPrU;Scarborough
etl migration;25/03/2019;0012400000rGPrV;JASPER
etl migration;20/03/2019;0012400000rGPrZ;Kelowna
etl migration;28/02/2019;0012400000rGPrb;Whitby
etl migration;28/02/2019;0012400000rGPrf;Laterrière
etl migration;20/03/2019;0012400000rGPrg;Gimli
etl migration;20/03/2019;0012400000rGPri;Mississauga
etl migration;20/03/2019;0012400000rGPrj;Edmonton
etl migration;20/03/2019;0012400000rGPrk;Port Alberni
etl migration;28/02/2019;0012400000rGPrm;Calgary
etl migration;28/02/2019;0012400000rGPrv;Surrey
etl migration;20/03/2019;0012400000rGPrw;Brampton
etl migration;20/03/2019;0012400000rGPrx;Whitby
etl migration;28/02/2019;0012400000rGPry;Laval
etl migration;20/03/2019;0012400000rGPs2;Saint-Hubert
etl migration;20/03/2019;0012400000rGPs5;Orleans
etl migration;28/02/2019;0012400000rGPs6;Abbotsford
etl migration;20/03/2019;0012400000rGPs9;Scarborough
etl migration;20/03/2019;0012400000rGPsF;Campbell River
etl migration;28/02/2019;0012400000rGPsI;Calgary
etl migration;20/03/2019;0012400000rGPsJ;Bewdley
etl migration;28/02/2019;0012400000rGPsL;Trois-Rivières
etl migration;20/03/2019;0012400000rGPsS;North York
etl migration;28/02/2019;0012400000rGPsU;Calgary
etl migration;20/03/2019;0012400000rGPsW;Edmonton
etl migration;20/03/2019;0012400000rGPsb;Surrey
etl migration;28/02/2019;0012400000rGPsc;Calgary
etl migration;28/02/2019;0012400000rGPsg;Sault Ste. Marie
etl migration;02/10/2017;0012400000rGPsi;
etl migration;20/03/2019;0012400000rGPsj;Scarborough
etl migration;20/03/2019;0012400000rGPsl;Vancouver
etl migration;28/02/2019;0012400000rGPsq;Burnaby
etl migration;20/03/2019;0012400000rGPss;Whitby
etl migration;20/03/2019;0012400000rGPt1;Laval
etl migration;20/03/2019;0012400000rGPt4;Prince Albert
etl migration;20/03/2019;0012400000rGPt9;Victoria
etl migration;28/02/2019;0012400000rGPtA;Montréal
etl migration;28/02/2019;0012400000rGPtB;Montréal
etl migration;20/03/2019;0012400000rGPtH;Stoney Creek
etl migration;28/02/2019;0012400000rGPtI;Saint-Laurent
etl migration;20/03/2019;0012400000rGPtL;Montréal
etl migration;28/02/2019;0012400000rGPtO;Repentigny
etl migration;28/02/2019;0012400000rGPtU;Mississauga
etl migration;20/03/2019;0012400000rGPtW;Candiac
etl migration;28/02/2019;0012400000rGPtY;Outremont
etl migration;20/03/2019;0012400000rGPtZ;Beaconsfield
etl migration;28/02/2019;0012400000rGPtb;Medicine Hat
etl migration;28/02/2019;0012400000rGPtg;Mississauga
etl migration;20/03/2019;0012400000rGPtn;Welland
etl migration;20/06/2019;0012400000rGPty;Laval
etl migration;20/03/2019;0012400000rGPtz;
etl migration;28/02/2019;0012400000rGPu0;Calgary
etl migration;20/03/2019;0012400000rGPu1;Chicoutimi
etl migration;20/03/2019;0012400000rGPu3;Surrey
etl migration;20/03/2019;0012400000rGPu6;Burnaby
etl migration;20/03/2019;0012400000rGPu7;Oakville
etl migration;28/02/2019;0012400000rGPuD;Sainte-Julie
etl migration;20/03/2019;0012400000rGPuI;Ingersoll
etl migration;20/03/2019;0012400000rGPuK;L'Étang-du-Nord
etl migration;20/03/2019;0012400000rGPuO;Toronto
etl migration;28/02/2019;0012400000rGPuS;Surrey
etl migration;28/02/2019;0012400000rGPuY;Penticton
etl migration;20/03/2019;0012400000rGPub;Ottawa
etl migration;28/02/2019;0012400000rGPui;Hamilton
etl migration;23/10/2018;0012400000rGPuj;
etl migration;28/02/2019;0012400000rGPum;Mulmur
etl migration;20/03/2019;0012400000rGPuo;Montréal
etl migration;20/03/2019;0012400000rGPv2;Saint-Léonard
etl migration;20/03/2019;0012400000rGPv3;Winnipeg
etl migration;28/02/2019;0012400000rGPv6;Fairview
etl migration;28/02/2019;0012400000rGPv9;Ste-Catherine-de-la-J-Cartier
etl migration;28/02/2019;0012400000rGPvC;Hamilton
etl migration;20/03/2019;0012400000rGPvD;Montréal
etl migration;20/03/2019;0012400000rGPvE;Lougheed
etl migration;20/03/2019;0012400000rGPvF;Anjou
etl migration;20/03/2019;0012400000rGPvJ;Toronto
etl migration;20/03/2019;0012400000rGPvN;St Andrews
etl migration;20/03/2019;0012400000rGPvV;Etobicoke
etl migration;28/02/2019;0012400000rGPvg;Québec
etl migration;20/03/2019;0012400000rGPvv;Québec
etl migration;28/02/2019;0012400000rGPvy;Barrie
etl migration;20/03/2019;0012400000rGPw0;Saint-Laurent
etl migration;28/02/2019;0012400000rGPw7;Saskatoon
etl migration;12/06/2019;0012400000rGPw9;MISSISSAUGA
etl migration;20/03/2019;0012400000rGPwC;Greenfield Park
etl migration;20/03/2019;0012400000rGPwF;Toronto
etl migration;28/02/2019;0012400000rGPwH;Mississauga
etl migration;28/02/2019;0012400000rGPwL;Surrey
etl migration;28/02/2019;0012400000rGPwN;Renfrew
etl migration;20/03/2019;0012400000rGPwO;Calgary
etl migration;20/03/2019;0012400000rGPwV;Edmonton
etl migration;20/03/2019;0012400000rGPwZ;Brampton
etl migration;28/02/2019;0012400000rGPwb;Niagara Falls
etl migration;20/03/2019;0012400000rGPwm;Montréal
etl migration;20/03/2019;0012400000rGPwt;Calgary
etl migration;22/06/2019;0012400000rGPwv;Prince George
etl migration;19/06/2019;0012400000rGPx0;TORONTO
etl migration;20/03/2019;0012400000rGPx9;Toronto
etl migration;20/03/2019;0012400000rGPxA;North York
etl migration;20/03/2019;0012400000rGPxC;Stouffville
etl migration;20/03/2019;0012400000rGPxF;Sainte-Adèle
etl migration;20/03/2019;0012400000rGPxQ;Trois-Rivières
etl migration;20/03/2019;0012400000rGPxR;Calgary
etl migration;24/03/2019;0012400000rGPxZ;Dollard-des-Ormeaux
etl migration;28/02/2019;0012400000rGPxa;Ottawa
etl migration;23/06/2019;0012400000rGPxe;Moncton
etl migration;20/03/2019;0012400000rGPxf;Côte Saint-Luc
etl migration;28/02/2019;0012400000rGPxg;Edmonton
etl migration;28/02/2019;0012400000rGPxj;Pincourt
etl migration;20/03/2019;0012400000rGPxl;Beaupré
etl migration;28/02/2019;0012400000rGPxm;Brossard
etl migration;20/03/2019;0012400000rGPxr;North Vancouver
etl migration;28/02/2019;0012400000rGPxw;Chelsea
etl migration;23/06/2019;0012400000rGPxx;Terrebonne
etl migration;28/02/2019;0012400000rGPyE;Vernon
etl migration;20/03/2019;0012400000rGPyK;Vancouver
etl migration;20/03/2019;0012400000rGPyP;Mississauga
etl migration;28/02/2019;0012400000rGPyR;Québec
etl migration;20/03/2019;0012400000rGPyS;Brossard
etl migration;28/02/2019;0012400000rGPyV;Comox
etl migration;20/03/2019;0012400000rGPye;Lasalle
etl migration;28/02/2019;0012400000rGPyf;Maple
etl migration;25/03/2019;0012400000rGPyj;EDMONTON
etl migration;28/02/2019;0012400000rGPyl;Montréal
etl migration;20/03/2019;0012400000rGPyn;Saint-Lambert
etl migration;20/03/2019;0012400000rGPyr;Mississauga
etl migration;20/03/2019;0012400000rGPyy;Markdale
etl migration;28/02/2019;0012400000rGPz2;Minesing
etl migration;20/03/2019;0012400000rGPzI;Edmonton
etl migration;20/03/2019;0012400000rGPzO;Montréal
etl migration;25/03/2019;0012400000rGPzU;SPRUCE GROVE
etl migration;20/03/2019;0012400000rGPzV;Sainte-Anne-de-Sorel
etl migration;20/03/2019;0012400000rGPzX;Waterloo
etl migration;20/03/2019;0012400000rGPzY;Nanaimo
etl migration;22/03/2019;0012400000rGPzf;Beaumont
etl migration;28/02/2019;0012400000rGPzl;Brampton
etl migration;20/03/2019;0012400000rGPzt;Burnaby
etl migration;20/03/2019;0012400000rGPzz;Edmonton
etl migration;20/03/2019;0012400000rGQ01;Toronto
etl migration;28/02/2019;0012400000rGQ04;Pointe-Aux-Trembles
etl migration;28/02/2019;0012400000rGQ05;Granby
etl migration;20/03/2019;0012400000rGQ08;Toronto
etl migration;28/02/2019;0012400000rGQ0A;Barrie
etl migration;28/02/2019;0012400000rGQ0D;York
etl migration;28/02/2019;0012400000rGQ0G;Québec
etl migration;20/03/2019;0012400000rGQ0M;Brossard
etl migration;20/03/2019;0012400000rGQ0T;Saint-Hubert
etl migration;20/03/2019;0012400000rGQ0U;Saint-Lambert
etl migration;28/02/2019;0012400000rGQ0Y;Toronto
etl migration;28/02/2019;0012400000rGQ0a;Saint-Constant
etl migration;20/03/2019;0012400000rGQ0b;Richmond
etl migration;20/03/2019;0012400000rGQ0d;Mississauga
etl migration;20/03/2019;0012400000rGQ0h;Montréal
etl migration;28/02/2019;0012400000rGQ17;Fort McMurray
etl migration;20/03/2019;0012400000rGQ1A;Markham
etl migration;20/03/2019;0012400000rGQ1F;Longueuil
etl migration;28/02/2019;0012400000rGQ1I;Peterborough
etl migration;28/02/2019;0012400000rGQ1W;Lévis
etl migration;28/02/2019;0012400000rGQ1a;London
etl migration;28/02/2019;0012400000rGQ1d;Winnipeg
etl migration;28/02/2019;0012400000rGQ1g;North York
etl migration;20/03/2019;0012400000rGQ1l;Toronto
etl migration;28/02/2019;0012400000rGQ1v;Laval
etl migration;20/03/2019;0012400000rGQ1w;Maple
etl migration;28/02/2019;0012400000rGQ1z;Maple
etl migration;08/02/2019;0012400000rGQ26;
etl migration;28/02/2019;0012400000rGQ2J;Claresholm
etl migration;20/03/2019;0012400000rGQ2O;Côte Saint-Luc
etl migration;28/02/2019;0012400000rGQ2Q;Vancouver
etl migration;20/03/2019;0012400000rGQ2R;Lévis
etl migration;20/03/2019;0012400000rGQ2U;Elora
etl migration;28/02/2019;0012400000rGQ2c;Oakville
etl migration;28/02/2019;0012400000rGQ2e;Burlington
etl migration;20/03/2019;0012400000rGQ2l;Calgary
etl migration;20/03/2019;0012400000rGQ2r;Saint-Laurent
etl migration;20/03/2019;0012400000rGQ2u;Mississauga
etl migration;20/03/2019;0012400000rGQ2v;Coquitlam
etl migration;20/03/2019;0012400000rGQ2y;Surrey
etl migration;28/02/2019;0012400000rGQ30;Milton
etl migration;20/03/2019;0012400000rGQ33;Edson
etl migration;20/03/2019;0012400000rGQ34;London
etl migration;20/03/2019;0012400000rGQ35;Niagara Falls
etl migration;28/02/2019;0012400000rGQ36;VICTORIA
etl migration;20/03/2019;0012400000rGQ39;Terrebonne
etl migration;20/03/2019;0012400000rGQ3L;Edmonton
etl migration;20/03/2019;0012400000rGQ3O;Aylmer
etl migration;20/03/2019;0012400000rGQ3c;Surrey
etl migration;28/02/2019;0012400000rGQ3e;Pointe-Aux-Trembles
etl migration;20/03/2019;0012400000rGQ3p;Montréal
etl migration;22/06/2019;0012400000rGQ3q;Vernon
etl migration;20/03/2019;0012400000rGQ3r;Montréal
etl migration;28/02/2019;0012400000rGQ3t;New Westminster
etl migration;28/02/2019;0012400000rGQ3u;North Vancouver
etl migration;28/02/2019;0012400000rGQ3x;Deux-Montagnes
etl migration;28/02/2019;0012400000rGQ3y;Terrace
etl migration;25/03/2019;0012400000rGQ41;Montreal
etl migration;20/03/2019;0012400000rGQ42;Terrebonne
etl migration;28/02/2019;0012400000rGQ44;Verdun
etl migration;20/03/2019;0012400000rGQ4A;Hudson
etl migration;28/02/2019;0012400000rGQ4C;Vancouver
etl migration;20/03/2019;0012400000rGQ4I;Québec
etl migration;20/03/2019;0012400000rGQ4J;North York
etl migration;20/03/2019;0012400000rGQ4P;Saint-Hubert
etl migration;28/02/2019;0012400000rGQ4T;Chandler
etl migration;28/02/2019;0012400000rGQ4b;Surrey
etl migration;20/03/2019;0012400000rGQ4i;Belleville
etl migration;20/03/2019;0012400000rGQ4m;Hensall
etl migration;28/02/2019;0012400000rGQ4o;Calgary
etl migration;20/03/2019;0012400000rGQ4q;Scarborough
etl migration;20/03/2019;0012400000rGQ4x;Fort McMurray
etl migration;20/03/2019;0012400000rGQ54;Bonaventure
etl migration;28/02/2019;0012400000rGQ5A;Calgary
etl migration;20/03/2019;0012400000rGQ5E;Saint-Damien-de-Buckland
etl migration;23/10/2018;0012400000rGQ5N;
etl migration;28/02/2019;0012400000rGQ5O;La Prairie
etl migration;20/03/2019;0012400000rGQ5U;Windsor
etl migration;20/03/2019;0012400000rGQ5i;Edmonton
etl migration;28/02/2019;0012400000rGQ5o;North York
etl migration;20/03/2019;0012400000rGQ5r;Vancouver
etl migration;28/02/2019;0012400000rGQ5s;London
etl migration;20/03/2019;0012400000rGQ5u;Chatham
etl migration;20/03/2019;0012400000rGQ5w;Fort Macleod
etl migration;24/03/2019;0012400000rGQ5x;New Westminster
etl migration;20/03/2019;0012400000rGQ5y;Calgary
etl migration;20/03/2019;0012400000rGQ61;Chilliwack
etl migration;02/10/2017;0012400000rGQ65;
etl migration;20/03/2019;0012400000rGQ69;Saint-Lambert
etl migration;20/03/2019;0012400000rGQ6A;Teulon
etl migration;20/03/2019;0012400000rGQ6G;Vancouver
etl migration;20/03/2019;0012400000rGQ6J;Saint-Lambert
etl migration;23/10/2018;0012400000rGQ6P;
etl migration;28/02/2019;0012400000rGQ6V;Hamilton
etl migration;28/02/2019;0012400000rGQ6c;Victoria
etl migration;20/03/2019;0012400000rGQ6d;Ste Catherine
etl migration;20/03/2019;0012400000rGQ6i;Laval
etl migration;28/02/2019;0012400000rGQ6j;Calgary
etl migration;28/02/2019;0012400000rGQ6w;Sainte-Marthe-Sur-Le-Lac
etl migration;20/03/2019;0012400000rGQ6x;Victoria
etl migration;28/02/2019;0012400000rGQ77;Orleans
etl migration;20/03/2019;0012400000rGQ79;Hamilton
etl migration;20/03/2019;0012400000rGQ7A;Surrey
etl migration;26/11/2018;0012400000rGQ7K;
etl migration;28/02/2019;0012400000rGQ7T;Alfred
etl migration;28/02/2019;0012400000rGQ7u;Winnipeg
etl migration;28/02/2019;0012400000rGQ7x;Vancouver
etl migration;28/02/2019;0012400000rGQ89;York
etl migration;20/03/2019;0012400000rGQ8C;Vald Or
etl migration;28/02/2019;0012400000rGQ8F;Saint-Hubert
etl migration;23/03/2019;0012400000rGQ8L;Valley
etl migration;20/03/2019;0012400000rGQ8S;York
etl migration;20/03/2019;0012400000rGQ8T;Vancouver
etl migration;28/02/2019;0012400000rGQ8U;Candiac
etl migration;20/03/2019;0012400000rGQ8c;Mississauga
etl migration;28/02/2019;0012400000rGQ8d;Drummondville
etl migration;28/02/2019;0012400000rGQ8g;Winnipeg
etl migration;28/02/2019;0012400000rGQ8j;Scarborough
etl migration;20/03/2019;0012400000rGQ8l;Scarborough
etl migration;20/03/2019;0012400000rGQ8q;Boucherville
etl migration;20/03/2019;0012400000rGQ8s;Vancouver
etl migration;20/03/2019;0012400000rGQ8w;Goulais River
etl migration;20/03/2019;0012400000rGQ90;Toronto
etl migration;12/06/2019;0012400000rGQ91;Thornhill
etl migration;23/06/2019;0012400000rGQ99;Keswick
etl migration;28/02/2019;0012400000rGQ9C;Kelowna
etl migration;24/03/2019;0012400000rGQ9E;Montréal
etl migration;20/03/2019;0012400000rGQ9F;Verdun
etl migration;20/03/2019;0012400000rGQ9I;North York
etl migration;20/03/2019;0012400000rGQ9K;Montréal
etl migration;20/03/2019;0012400000rGQ9N;Scarborough
etl migration;20/03/2019;0012400000rGQ9P;Pickering
etl migration;20/03/2019;0012400000rGQ9R;Toronto
etl migration;28/02/2019;0012400000rGQ9U;Vancouver
etl migration;20/03/2019;0012400000rGQ9a;Saint-Etienne-De-Lauzon
etl migration;20/03/2019;0012400000rGQ9b;Scarborough
etl migration;28/02/2019;0012400000rGQ9f;Kitchener
etl migration;20/03/2019;0012400000rGQ9n;Coquitlam
etl migration;28/02/2019;0012400000rGQ9r;Winnipeg
etl migration;20/03/2019;0012400000rGQ9t;Toronto
etl migration;20/03/2019;0012400000rGQ9u;Ayer's Cliff
etl migration;20/03/2019;0012400000rGQA7;Montréal
etl migration;18/06/2019;0012400000rGQA8;Thornhill
etl migration;20/03/2019;0012400000rGQAD;Montréal
etl migration;20/03/2019;0012400000rGQAJ;Repentigny
etl migration;23/06/2019;0012400000rGQAL;Blainville
etl migration;20/03/2019;0012400000rGQAO;Laval
etl migration;20/03/2019;0012400000rGQAP;West Vancouver
etl migration;20/03/2019;0012400000rGQAR;Rockland
etl migration;28/02/2019;0012400000rGQAS;Mont-Royal
etl migration;02/10/2017;0012400000rGQAT;
etl migration;28/02/2019;0012400000rGQAc;TORONTO
etl migration;20/03/2019;0012400000rGQAi;Montreal
etl migration;20/03/2019;0012400000rGQAk;Rosemère
etl migration;20/03/2019;0012400000rGQAq;Windsor
etl migration;20/03/2019;0012400000rGQAu;Montréal
etl migration;20/03/2019;0012400000rGQAv;Mercier
etl migration;28/02/2019;0012400000rGQAw;Exeter
etl migration;20/03/2019;0012400000rGQB0;Vancouver
etl migration;20/03/2019;0012400000rGQB2;Laval
etl migration;28/02/2019;0012400000rGQB3;Bromont
etl migration;20/03/2019;0012400000rGQB4;Prévost
etl migration;28/02/2019;0012400000rGQBE;West Kelowna
etl migration;28/02/2019;0012400000rGQBG;Scarborough
etl migration;20/03/2019;0012400000rGQBI;Sainte-Barbe
etl migration;20/03/2019;0012400000rGQBM;Calgary
etl migration;20/03/2019;0012400000rGQBO;Toronto
etl migration;25/03/2019;0012400000rGQBV;Edmonton
etl migration;28/02/2019;0012400000rGQBm;Barrie
etl migration;20/03/2019;0012400000rGQBt;Montréal
etl migration;28/02/2019;0012400000rGQBz;Brossard
etl migration;20/03/2019;0012400000rGQC0;Terrebonne
etl migration;20/03/2019;0012400000rGQC4;Toronto
etl migration;20/03/2019;0012400000rGQC6;North York
etl migration;20/03/2019;0012400000rGQC7;Saint-Basile-Le-Grand
etl migration;18/06/2019;0012400000rGQC8;Ottawa
etl migration;28/02/2019;0012400000rGQCA;Calgary
etl migration;28/02/2019;0012400000rGQCC;Laval
etl migration;20/03/2019;0012400000rGQCD;Montréal
etl migration;28/02/2019;0012400000rGQCN;North Vancouver
etl migration;20/03/2019;0012400000rGQCQ;Montréal
etl migration;28/02/2019;0012400000rGQCR;St. Albert
etl migration;20/03/2019;0012400000rGQCV;Port Coquitlam
etl migration;28/02/2019;0012400000rGQCY;Courcelette
etl migration;20/03/2019;0012400000rGQCf;Montréal
etl migration;28/02/2019;0012400000rGQCn;calgary
etl migration;20/03/2019;0012400000rGQCp;Calgary
etl migration;20/03/2019;0012400000rGQCu;Saint-Hubert
etl migration;28/02/2019;0012400000rGQCw;Chester
etl migration;28/02/2019;0012400000rGQCy;Calgary
etl migration;20/03/2019;0012400000rGQD2;Pt Coqvitlam
etl migration;20/03/2019;0012400000rGQD3;Edmonton
etl migration;28/02/2019;0012400000rGQD6;Notre-Dame-Du-Portage
etl migration;20/03/2019;0012400000rGQD9;Oakville
etl migration;28/02/2019;0012400000rGQDJ;Surrey
etl migration;20/03/2019;0012400000rGQDK;Montréal
etl migration;20/03/2019;0012400000rGQDL;Coquitlam
etl migration;28/02/2019;0012400000rGQDM;Burlington
etl migration;20/03/2019;0012400000rGQDN;Stoney Creek
etl migration;28/02/2019;0012400000rGQDO;Nanton
etl migration;20/03/2019;0012400000rGQDR;Montreal
etl migration;20/03/2019;0012400000rGQDV;Vancouver
etl migration;20/03/2019;0012400000rGQDd;Nanaimo
etl migration;20/03/2019;0012400000rGQDg;Mont-Tremblant
etl migration;28/02/2019;0012400000rGQDj;Saint-Paul
etl migration;28/02/2019;0012400000rGQDo;Laval
etl migration;20/03/2019;0012400000rGQDr;Verdun
etl migration;20/03/2019;0012400000rGQDs;Montreal
etl migration;28/02/2019;0012400000rGQDw;Waterloo
etl migration;20/03/2019;0012400000rGQDy;Mississauga
etl migration;28/02/2019;0012400000rGQE0;Calgary
etl migration;20/03/2019;0012400000rGQE5;North Vancouver
etl migration;20/03/2019;0012400000rGQE8;Fort Frances
etl migration;28/02/2019;0012400000rGQEC;London
etl migration;20/03/2019;0012400000rGQEG;Beloeil
etl migration;28/02/2019;0012400000rGQEH;Stoney Creek
etl migration;20/03/2019;0012400000rGQET;Laval
etl migration;20/03/2019;0012400000rGQEU;Drayton Valley
etl migration;28/02/2019;0012400000rGQEW;Burnaby
etl migration;20/03/2019;0012400000rGQEg;Anjou
etl migration;20/03/2019;0012400000rGQEj;Hamilton
etl migration;28/02/2019;0012400000rGQEo;Saint-Raymond
etl migration;28/02/2019;0012400000rGQEr;York
etl migration;20/03/2019;0012400000rGQF3;Saint-Hyacinthe
etl migration;20/03/2019;0012400000rGQF4;Chute-Aux-Outardes
etl migration;28/02/2019;0012400000rGQF8;Calgary
etl migration;20/03/2019;0012400000rGQFH;La Prairie
etl migration;28/02/2019;0012400000rGQFJ;Montréal
etl migration;28/02/2019;0012400000rGQFS;Edmonton
etl migration;20/03/2019;0012400000rGQFm;Terrasse-Vaudreuil
etl migration;28/02/2019;0012400000rGQFo;Langley
etl migration;28/02/2019;0012400000rGQFs;Windsor
etl migration;20/03/2019;0012400000rGQFw;Port Dover
etl migration;20/03/2019;0012400000rGQG4;Brossard
etl migration;28/02/2019;0012400000rGQGB;Laval
etl migration;20/03/2019;0012400000rGQGC;Carignan
etl migration;20/03/2019;0012400000rGQGK;Etobicoke
etl migration;20/03/2019;0012400000rGQGN;North York
etl migration;28/02/2019;0012400000rGQGO;London
etl migration;28/02/2019;0012400000rGQGV;Rivière-Héva
etl migration;20/03/2019;0012400000rGQGW;Mercier
etl migration;28/02/2019;0012400000rGQGX;Mississauga
etl migration;28/02/2019;0012400000rGQGb;Calgary
